ORG_CODE,DISTRICT_NAME,COUNTY,GRADE,District_Total,African American,Asian,Hispanic,"Mult-Race, Non-Hispanic",Native American,Native Hawaiian PacificIslander,White
0101,Franklin,Norfolk,Gr.10,424,7,27,8,8,1,2,371
0101,Franklin,Norfolk,Gr.11,470,8,17,10,4,1,0,430
0101,Franklin,Norfolk,Gr.12,404,10,15,11,8,1,0,359
0101,Franklin,Norfolk,SPED_Beyond_Grade_12,5,***,***,***,***,***,***,***
0101,Franklin,Norfolk,K,326,7,12,11,10,1,3,282
0101,Franklin,Norfolk,PK,131,2,6,7,2,0,8,106
0103,Gardner,Worcester,Gr.1,181,6,4,35,17,1,0,118
0103,Gardner,Worcester,Gr.2,190,6,0,30,24,1,0,129
0103,Gardner,Worcester,Gr.3,186,4,3,31,16,0,0,132
0103,Gardner,Worcester,Gr.4,203,4,3,39,21,0,0,136
0103,Gardner,Worcester,Gr.5,208,6,3,28,19,0,0,152
0103,Gardner,Worcester,Gr.6,158,2,4,25,19,0,0,108
0103,Gardner,Worcester,Gr.7,181,6,3,30,18,1,0,123
0103,Gardner,Worcester,Gr.8,181,5,3,22,7,0,0,144
0103,Gardner,Worcester,Gr.9,209,7,5,29,10,1,0,157
0103,Gardner,Worcester,Gr.10,126,2,4,16,4,1,0,99
0103,Gardner,Worcester,Gr.11,143,2,2,18,9,0,0,112
0103,Gardner,Worcester,Gr.12,145,8,2,16,3,2,0,114
0103,Gardner,Worcester,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0103,Gardner,Worcester,K,194,1,1,37,16,0,0,139
0103,Gardner,Worcester,PK,80,3,0,12,4,0,0,61
0105,Georgetown,Essex,Gr.1,101,0,4,4,1,0,0,92
0105,Georgetown,Essex,Gr.2,89,2,1,2,1,0,0,83
0105,Georgetown,Essex,Gr.3,115,1,0,1,2,0,1,110
0105,Georgetown,Essex,Gr.4,91,1,2,1,0,0,1,86
0105,Georgetown,Essex,Gr.5,103,2,0,2,0,0,0,99
0105,Georgetown,Essex,Gr.6,111,2,1,0,1,0,0,107
0105,Georgetown,Essex,Gr.7,117,1,2,1,1,0,0,112
0105,Georgetown,Essex,Gr.8,114,0,1,0,1,0,0,112
0105,Georgetown,Essex,Gr.9,108,0,1,5,5,0,0,97
0105,Georgetown,Essex,Gr.10,98,0,1,4,1,0,0,92
0105,Georgetown,Essex,Gr.11,112,3,2,1,2,0,0,104
0105,Georgetown,Essex,Gr.12,93,0,0,1,2,0,0,90
0105,Georgetown,Essex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0105,Georgetown,Essex,K,87,0,0,2,2,0,0,83
0105,Georgetown,Essex,PK,108,0,1,1,0,0,0,106
0107,Gloucester,Essex,Gr.1,245,3,2,28,13,0,0,199
0107,Gloucester,Essex,Gr.2,218,0,4,23,3,1,0,187
0107,Gloucester,Essex,Gr.3,226,3,2,20,6,1,0,194
0107,Gloucester,Essex,Gr.4,210,2,4,14,1,3,0,186
0107,Gloucester,Essex,Gr.5,239,5,4,15,6,0,0,209
0107,Gloucester,Essex,Gr.6,215,5,4,15,18,2,1,170
0107,Gloucester,Essex,Gr.7,234,3,2,17,6,0,0,206
0107,Gloucester,Essex,Gr.8,188,2,0,23,4,1,1,157
0107,Gloucester,Essex,Gr.9,226,5,4,27,6,0,1,183
0107,Gloucester,Essex,Gr.10,201,3,5,10,5,2,0,176
0107,Gloucester,Essex,Gr.11,204,3,3,16,2,0,4,176
0107,Gloucester,Essex,Gr.12,183,7,2,8,3,0,1,162
0107,Gloucester,Essex,SPED_Beyond_Grade_12,4,***,***,***,***,***,***,***
0107,Gloucester,Essex,K,241,5,3,18,1,0,0,214
0107,Gloucester,Essex,PK,96,3,3,2,6,0,0,82
0109,Gosnold,Dukes,Gr.1,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.2,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.3,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.4,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.5,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.6,1,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.7,1,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.8,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.9,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.10,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.11,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,Gr.12,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,K,0,***,***,***,***,***,***,***
0109,Gosnold,Dukes,PK,0,***,***,***,***,***,***,***
0110,Grafton,Worcester,Gr.1,234,2,35,8,11,0,1,177
0110,Grafton,Worcester,Gr.2,264,1,35,19,7,0,0,202
0110,Grafton,Worcester,Gr.3,236,3,29,16,4,1,0,183
0110,Grafton,Worcester,Gr.4,272,6,26,16,10,0,0,214
0110,Grafton,Worcester,Gr.5,240,4,31,15,6,2,2,180
0110,Grafton,Worcester,Gr.6,264,4,28,9,6,0,0,217
0110,Grafton,Worcester,Gr.7,271,3,30,9,9,0,0,220
0110,Grafton,Worcester,Gr.8,214,4,19,10,7,0,0,174
0110,Grafton,Worcester,Gr.9,221,2,24,10,5,0,0,180
0110,Grafton,Worcester,Gr.10,228,5,31,9,5,0,1,177
0110,Grafton,Worcester,Gr.11,185,0,11,5,4,0,0,165
0110,Grafton,Worcester,Gr.12,188,3,7,5,4,0,0,169
0110,Grafton,Worcester,SPED_Beyond_Grade_12,13,0,1,0,1,0,0,11
0110,Grafton,Worcester,K,234,2,27,13,12,1,0,179
0110,Grafton,Worcester,PK,125,1,32,3,6,0,0,83
0111,Granby,Hampshire,Gr.1,46,0,1,3,1,1,0,40
0111,Granby,Hampshire,Gr.2,44,0,0,1,2,1,0,40
0111,Granby,Hampshire,Gr.3,46,0,1,5,2,0,0,38
0111,Granby,Hampshire,Gr.4,49,0,0,3,1,0,0,45
0111,Granby,Hampshire,Gr.5,63,0,1,5,2,0,0,55
0111,Granby,Hampshire,Gr.6,57,0,0,5,1,0,0,51
0111,Granby,Hampshire,Gr.7,74,1,0,5,0,0,0,68
0111,Granby,Hampshire,Gr.8,61,1,3,6,0,0,0,51
0111,Granby,Hampshire,Gr.9,54,0,2,4,0,0,0,48
0111,Granby,Hampshire,Gr.10,51,0,2,2,1,0,0,46
0111,Granby,Hampshire,Gr.11,61,0,2,4,1,0,0,54
0111,Granby,Hampshire,Gr.12,78,2,3,2,3,0,0,68
0111,Granby,Hampshire,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***
0111,Granby,Hampshire,K,43,0,1,5,3,1,0,33
0111,Granby,Hampshire,PK,27,0,3,2,0,0,0,22
0114,Greenfield,Franklin,Gr.1,135,2,3,23,12,0,0,95
0114,Greenfield,Franklin,Gr.2,126,5,1,21,5,0,0,94
0114,Greenfield,Franklin,Gr.3,155,4,0,22,11,0,0,118
0114,Greenfield,Franklin,Gr.4,133,1,2,16,5,0,0,109
0114,Greenfield,Franklin,Gr.5,131,1,4,19,7,0,0,100
0114,Greenfield,Franklin,Gr.6,129,1,1,24,7,0,0,96
0114,Greenfield,Franklin,Gr.7,125,4,4,20,9,0,0,88
0114,Greenfield,Franklin,Gr.8,90,0,2,15,7,0,0,66
0114,Greenfield,Franklin,Gr.9,84,2,2,19,5,0,0,56
0114,Greenfield,Franklin,Gr.10,87,5,4,11,6,0,0,61
0114,Greenfield,Franklin,Gr.11,86,2,3,12,2,0,0,67
0114,Greenfield,Franklin,Gr.12,99,5,3,9,2,0,0,80
0114,Greenfield,Franklin,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***
0114,Greenfield,Franklin,K,158,3,0,29,4,0,0,122
0114,Greenfield,Franklin,PK,122,1,2,13,1,0,0,105
0117,Hadley,Hampshire,Gr.1,35,0,0,5,2,0,1,27
0117,Hadley,Hampshire,Gr.2,26,1,0,1,0,0,1,23
0117,Hadley,Hampshire,Gr.3,45,0,1,4,2,0,1,37
0117,Hadley,Hampshire,Gr.4,39,0,0,5,1,0,0,33
0117,Hadley,Hampshire,Gr.5,53,1,1,4,2,0,3,42
0117,Hadley,Hampshire,Gr.6,43,0,0,1,0,0,5,37
0117,Hadley,Hampshire,Gr.7,42,2,0,3,1,1,1,34
0117,Hadley,Hampshire,Gr.8,49,0,0,2,2,0,0,45
0117,Hadley,Hampshire,Gr.9,32,0,2,5,0,0,0,25
0117,Hadley,Hampshire,Gr.10,52,3,1,7,2,0,1,38
0117,Hadley,Hampshire,Gr.11,35,1,2,2,2,0,0,28
0117,Hadley,Hampshire,Gr.12,46,4,1,2,2,0,1,36
0117,Hadley,Hampshire,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***
0117,Hadley,Hampshire,K,28,2,0,1,1,1,2,21
0117,Hadley,Hampshire,PK,35,2,1,0,2,0,0,30
0118,Halifax,Plymouth,Gr.1,80,1,0,0,2,0,0,77
0118,Halifax,Plymouth,Gr.2,79,1,0,2,3,1,0,72
0118,Halifax,Plymouth,Gr.3,88,1,1,2,2,1,0,81
0118,Halifax,Plymouth,Gr.4,91,0,0,0,1,0,0,90
0118,Halifax,Plymouth,Gr.5,73,2,2,2,2,0,0,65
0118,Halifax,Plymouth,Gr.6,86,0,1,3,0,0,0,82
0118,Halifax,Plymouth,Gr.7,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,Gr.8,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,Gr.9,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,Gr.10,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,Gr.11,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,Gr.12,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0118,Halifax,Plymouth,K,95,1,0,2,0,0,0,92
0118,Halifax,Plymouth,PK,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.1,4,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.2,3,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.3,4,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.4,5,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.5,8,0,0,0,0,0,0,8
0121,Hancock,Berkshire,Gr.6,5,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.7,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.8,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.9,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.10,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.11,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,Gr.12,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0121,Hancock,Berkshire,K,2,***,***,***,***,***,***,***
0121,Hancock,Berkshire,PK,5,***,***,***,***,***,***,***
0122,Hanover,Plymouth,Gr.1,184,1,3,2,1,0,0,177
0122,Hanover,Plymouth,Gr.2,188,1,3,2,2,0,0,180
0122,Hanover,Plymouth,Gr.3,172,1,2,4,0,0,0,165
0122,Hanover,Plymouth,Gr.4,205,3,3,9,3,0,0,187
0122,Hanover,Plymouth,Gr.5,219,1,5,3,1,0,0,209
0122,Hanover,Plymouth,Gr.6,180,1,5,2,0,0,0,172
0122,Hanover,Plymouth,Gr.7,209,1,4,3,0,0,0,201
0122,Hanover,Plymouth,Gr.8,226,2,5,5,0,0,0,214
0122,Hanover,Plymouth,Gr.9,179,0,5,3,0,0,0,171
0122,Hanover,Plymouth,Gr.10,219,2,4,1,0,0,0,212
0122,Hanover,Plymouth,Gr.11,192,2,3,2,1,0,0,184
0122,Hanover,Plymouth,Gr.12,198,1,4,1,2,0,0,190
0122,Hanover,Plymouth,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***
0122,Hanover,Plymouth,K,187,1,0,5,1,0,0,180
0122,Hanover,Plymouth,PK,65,0,1,0,0,0,0,64
0125,Harvard,Worcester,Gr.1,69,2,6,1,1,0,0,59
0125,Harvard,Worcester,Gr.2,62,1,6,3,0,0,0,52
0125,Harvard,Worcester,Gr.3,76,1,5,2,5,0,0,63
0125,Harvard,Worcester,Gr.4,79,2,8,6,0,0,0,63
0125,Harvard,Worcester,Gr.5,76,1,10,3,0,0,0,62
0125,Harvard,Worcester,Gr.6,72,3,9,2,0,0,0,58
0125,Harvard,Worcester,Gr.7,98,2,16,3,1,0,0,76
0125,Harvard,Worcester,Gr.8,103,3,11,2,4,0,0,83
0125,Harvard,Worcester,Gr.9,93,1,10,4,1,0,0,77
0125,Harvard,Worcester,Gr.10,103,3,10,4,1,0,0,85
0125,Harvard,Worcester,Gr.11,108,1,15,4,3,0,0,85
0125,Harvard,Worcester,Gr.12,107,0,12,3,2,0,0,90
0125,Harvard,Worcester,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0125,Harvard,Worcester,K,60,3,5,2,3,0,0,47
0125,Harvard,Worcester,PK,11,1,2,0,0,0,0,8
0127,Hatfield,Hampshire,Gr.1,21,0,1,2,0,0,0,18
0127,Hatfield,Hampshire,Gr.2,33,0,0,3,0,0,0,30
0127,Hatfield,Hampshire,Gr.3,36,0,0,3,0,0,0,33
0127,Hatfield,Hampshire,Gr.4,42,0,0,0,1,0,0,41
0127,Hatfield,Hampshire,Gr.5,30,1,0,0,0,0,0,29
0127,Hatfield,Hampshire,Gr.6,31,0,0,4,0,0,0,27
0127,Hatfield,Hampshire,Gr.7,46,0,3,0,2,0,0,41
0127,Hatfield,Hampshire,Gr.8,34,1,0,1,0,0,0,32
0127,Hatfield,Hampshire,Gr.9,32,0,0,2,2,0,0,28
0127,Hatfield,Hampshire,Gr.10,28,0,2,1,0,0,0,25
0127,Hatfield,Hampshire,Gr.11,29,2,0,0,2,0,0,25
0127,Hatfield,Hampshire,Gr.12,29,0,0,3,1,0,0,25
0127,Hatfield,Hampshire,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0127,Hatfield,Hampshire,K,30,0,0,2,1,0,0,27
0127,Hatfield,Hampshire,PK,21,0,0,0,0,0,0,21
0128,Haverhill,Essex,Gr.1,559,4,4,181,10,2,0,358
0128,Haverhill,Essex,Gr.2,623,16,8,254,17,2,0,326
0128,Haverhill,Essex,Gr.3,611,24,18,249,12,1,1,306
0128,Haverhill,Essex,Gr.4,607,22,17,159,12,2,0,395
0128,Haverhill,Essex,Gr.5,577,27,8,197,4,1,1,339
0128,Haverhill,Essex,Gr.6,616,17,12,207,6,0,1,373
0128,Haverhill,Essex,Gr.7,602,29,10,191,3,0,1,368
0128,Haverhill,Essex,Gr.8,639,15,9,201,4,0,0,410
0128,Haverhill,Essex,Gr.9,520,21,8,181,6,2,0,302
0128,Haverhill,Essex,Gr.10,460,21,11,138,6,0,0,284
0128,Haverhill,Essex,Gr.11,398,8,8,110,2,0,0,270
0128,Haverhill,Essex,Gr.12,460,17,13,147,1,0,0,282
0128,Haverhill,Essex,SPED_Beyond_Grade_12,42,0,1,9,1,0,0,31
0128,Haverhill,Essex,K,535,18,4,240,13,2,0,258
0128,Haverhill,Essex,PK,203,16,2,49,2,0,0,134
0131,Hingham,Plymouth,Gr.1,324,6,8,13,11,0,0,286
0131,Hingham,Plymouth,Gr.2,296,8,3,9,6,0,0,270
0131,Hingham,Plymouth,Gr.3,363,3,10,9,8,0,0,333
0131,Hingham,Plymouth,Gr.4,322,1,10,6,12,0,0,293
0131,Hingham,Plymouth,Gr.5,350,7,3,8,11,0,0,321
0131,Hingham,Plymouth,Gr.6,362,2,16,10,11,0,0,323
0131,Hingham,Plymouth,Gr.7,375,4,8,11,11,0,1,340
0131,Hingham,Plymouth,Gr.8,360,5,9,5,6,0,0,335
0131,Hingham,Plymouth,Gr.9,315,0,9,12,10,0,0,284
0131,Hingham,Plymouth,Gr.10,284,4,3,5,4,0,0,268
0131,Hingham,Plymouth,Gr.11,329,4,13,9,9,0,0,294
0131,Hingham,Plymouth,Gr.12,296,3,1,8,11,0,0,273
0131,Hingham,Plymouth,SPED_Beyond_Grade_12,1,***,***,***,***,***,***,***
0131,Hingham,Plymouth,K,275,3,3,7,9,0,0,253
0131,Hingham,Plymouth,PK,65,0,7,1,3,0,0,54
0133,Holbrook,Norfolk,Gr.1,101,16,3,7,13,0,0,62
0133,Holbrook,Norfolk,Gr.2,87,15,2,14,4,0,0,52
0133,Holbrook,Norfolk,Gr.3,94,12,4,14,12,0,0,52
0133,Holbrook,Norfolk,Gr.4,86,15,5,12,9,0,0,45
0133,Holbrook,Norfolk,Gr.5,101,15,3,10,9,0,0,64
0133,Holbrook,Norfolk,Gr.6,91,19,4,13,7,0,0,48
0133,Holbrook,Norfolk,Gr.7,115,21,5,11,9,0,0,69
0133,Holbrook,Norfolk,Gr.8,89,12,5,13,2,0,0,57
0133,Holbrook,Norfolk,Gr.9,71,21,3,4,4,0,0,39
0133,Holbrook,Norfolk,Gr.10,53,13,2,8,1,0,0,29
0133,Holbrook,Norfolk,Gr.11,74,24,2,9,7,0,0,32
0133,Holbrook,Norfolk,Gr.12,62,16,6,6,5,0,0,29
0133,Holbrook,Norfolk,SPED_Beyond_Grade_12,1,***,***,***,***,***,***,***
0133,Holbrook,Norfolk,K,103,13,1,17,5,0,0,67
0133,Holbrook,Norfolk,PK,42,3,3,1,6,0,0,29
0135,Holland,Hampden,Gr.1,23,1,1,0,1,0,0,20
0135,Holland,Hampden,Gr.2,29,0,0,3,0,0,0,26
0135,Holland,Hampden,Gr.3,22,1,1,0,0,0,0,20
0135,Holland,Hampden,Gr.4,32,0,0,2,0,1,0,29
0135,Holland,Hampden,Gr.5,33,2,0,0,0,0,0,31
0135,Holland,Hampden,Gr.6,35,0,1,1,0,0,0,33
0135,Holland,Hampden,Gr.7,0,***,***,***,***,***,***,***
0135,Holland,Hampden,Gr.8,0,***,***,***,***,***,***,***
0135,Holland,Hampden,Gr.9,0,***,***,***,***,***,***,***
0135,Holland,Hampden,Gr.10,0,***,***,***,***,***,***,***
0135,Holland,Hampden,Gr.11,0,***,***,***,***,***,***,***
0135,Holland,Hampden,Gr.12,0,***,***,***,***,***,***,***
0135,Holland,Hampden,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0135,Holland,Hampden,K,34,1,2,0,0,0,0,31
0135,Holland,Hampden,PK,29,0,0,2,0,0,0,27
0136,Holliston,Middlesex,Gr.1,207,3,15,11,6,1,0,171
0136,Holliston,Middlesex,Gr.2,219,3,24,9,9,0,0,174
0136,Holliston,Middlesex,Gr.3,226,3,15,15,6,0,0,187
0136,Holliston,Middlesex,Gr.4,231,0,12,15,7,1,0,196
0136,Holliston,Middlesex,Gr.5,225,2,13,10,3,1,0,196
0136,Holliston,Middlesex,Gr.6,213,1,16,13,6,2,0,175
0136,Holliston,Middlesex,Gr.7,226,1,18,7,4,1,0,195
0136,Holliston,Middlesex,Gr.8,224,1,17,6,5,2,0,193
0136,Holliston,Middlesex,Gr.9,225,1,15,4,6,0,0,199
0136,Holliston,Middlesex,Gr.10,186,1,11,7,4,0,0,163
0136,Holliston,Middlesex,Gr.11,184,2,8,1,6,0,0,167
0136,Holliston,Middlesex,Gr.12,211,1,8,5,4,0,0,193
0136,Holliston,Middlesex,SPED_Beyond_Grade_12,3,***,***,***,***,***,***,***
0136,Holliston,Middlesex,K,208,1,15,9,11,0,0,172
0136,Holliston,Middlesex,PK,101,0,6,5,7,0,0,83
0137,Holyoke,Hampden,Gr.1,442,14,6,345,10,0,1,66
0137,Holyoke,Hampden,Gr.2,413,12,5,334,5,0,1,56
0137,Holyoke,Hampden,Gr.3,421,13,4,345,9,0,0,50
0137,Holyoke,Hampden,Gr.4,386,12,5,323,1,0,1,44
0137,Holyoke,Hampden,Gr.5,359,14,1,290,3,0,0,51
0137,Holyoke,Hampden,Gr.6,352,9,0,293,4,0,0,46
0137,Holyoke,Hampden,Gr.7,395,8,1,341,4,0,0,41
0137,Holyoke,Hampden,Gr.8,346,5,5,294,3,1,0,38
0137,Holyoke,Hampden,Gr.9,433,9,6,340,6,0,0,72
0137,Holyoke,Hampden,Gr.10,421,14,1,329,6,0,1,70
0137,Holyoke,Hampden,Gr.11,359,6,4,255,5,0,0,89
0137,Holyoke,Hampden,Gr.12,322,10,3,230,1,0,0,78
0137,Holyoke,Hampden,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***
0137,Holyoke,Hampden,K,420,6,6,340,2,0,0,66
0137,Holyoke,Hampden,PK,273,11,5,185,4,0,1,67
0138,Hopedale,Worcester,Gr.1,72,1,0,3,5,0,0,63
0138,Hopedale,Worcester,Gr.2,68,1,0,4,2,0,0,61
0138,Hopedale,Worcester,Gr.3,85,0,0,5,1,0,1,78
0138,Hopedale,Worcester,Gr.4,78,0,0,6,2,0,0,70
0138,Hopedale,Worcester,Gr.5,89,2,2,3,0,1,1,80
0138,Hopedale,Worcester,Gr.6,83,0,7,2,4,0,1,69
0138,Hopedale,Worcester,Gr.7,103,2,0,5,1,0,0,95
0138,Hopedale,Worcester,Gr.8,88,0,4,1,1,1,0,81
0138,Hopedale,Worcester,Gr.9,72,1,3,2,0,0,0,66
0138,Hopedale,Worcester,Gr.10,84,0,0,2,2,4,0,76
0138,Hopedale,Worcester,Gr.11,88,1,1,0,0,0,0,86
0138,Hopedale,Worcester,Gr.12,89,2,2,5,0,0,0,80
0138,Hopedale,Worcester,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0138,Hopedale,Worcester,K,74,0,0,5,6,0,0,63
0138,Hopedale,Worcester,PK,64,1,0,0,3,0,0,60
0139,Hopkinton,Middlesex,Gr.1,226,0,42,6,11,1,0,166
0139,Hopkinton,Middlesex,Gr.2,250,2,36,7,8,1,1,195
0139,Hopkinton,Middlesex,Gr.3,238,1,28,9,15,1,0,184
0139,Hopkinton,Middlesex,Gr.4,271,1,43,7,7,0,0,213
0139,Hopkinton,Middlesex,Gr.5,226,3,25,5,10,1,0,182
0139,Hopkinton,Middlesex,Gr.6,286,3,32,6,7,0,0,238
0139,Hopkinton,Middlesex,Gr.7,275,2,31,4,8,1,0,229
0139,Hopkinton,Middlesex,Gr.8,309,3,37,2,2,1,0,264
0139,Hopkinton,Middlesex,Gr.9,274,0,20,3,3,1,0,247
0139,Hopkinton,Middlesex,Gr.10,264,0,14,7,6,0,0,237
0139,Hopkinton,Middlesex,Gr.11,270,2,25,1,4,1,0,237
0139,Hopkinton,Middlesex,Gr.12,282,3,24,4,0,1,0,250
0139,Hopkinton,Middlesex,SPED_Beyond_Grade_12,2,***,***,***,***,***,***,***
0139,Hopkinton,Middlesex,K,224,1,30,4,2,1,0,186
0139,Hopkinton,Middlesex,PK,65,1,3,0,0,0,0,61
0141,Hudson,Middlesex,Gr.1,209,3,7,19,11,0,0,169
0141,Hudson,Middlesex,Gr.2,184,3,5,18,3,0,0,155
0141,Hudson,Middlesex,Gr.3,220,1,4,17,7,0,0,191
0141,Hudson,Middlesex,Gr.4,225,4,6,28,13,0,0,174
0141,Hudson,Middlesex,Gr.5,229,0,7,20,4,0,0,198
0141,Hudson,Middlesex,Gr.6,204,4,2,14,8,0,0,176
0141,Hudson,Middlesex,Gr.7,205,4,0,16,7,0,1,177
0141,Hudson,Middlesex,Gr.8,221,3,3,9,3,2,0,201
0141,Hudson,Middlesex,Gr.9,197,4,2,14,1,0,0,176
0141,Hudson,Middlesex,Gr.10,190,1,7,12,2,0,0,168
0141,Hudson,Middlesex,Gr.11,189,3,3,11,3,1,0,168
0141,Hudson,Middlesex,Gr.12,146,5,5,9,5,0,0,122
0141,Hudson,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0141,Hudson,Middlesex,K,199,1,4,28,7,0,0,159
0141,Hudson,Middlesex,PK,25,0,1,2,1,0,0,21
0142,Hull,Plymouth,Gr.1,54,1,1,3,1,0,0,48
0142,Hull,Plymouth,Gr.2,62,1,1,0,1,0,0,59
0142,Hull,Plymouth,Gr.3,66,2,0,0,0,0,0,64
0142,Hull,Plymouth,Gr.4,56,0,0,0,1,0,0,55
0142,Hull,Plymouth,Gr.5,61,2,0,0,0,0,0,59
0142,Hull,Plymouth,Gr.6,63,0,0,0,0,0,0,63
0142,Hull,Plymouth,Gr.7,63,0,1,0,1,0,0,61
0142,Hull,Plymouth,Gr.8,78,2,0,1,2,0,0,73
0142,Hull,Plymouth,Gr.9,71,1,1,1,1,0,0,67
0142,Hull,Plymouth,Gr.10,79,0,0,2,2,0,0,75
0142,Hull,Plymouth,Gr.11,62,0,1,1,3,0,0,57
0142,Hull,Plymouth,Gr.12,99,2,1,6,2,0,1,87
0142,Hull,Plymouth,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0142,Hull,Plymouth,K,57,3,1,1,1,0,0,51
0142,Hull,Plymouth,PK,59,3,0,0,0,0,0,56
0144,Ipswich,Essex,Gr.1,124,2,1,10,3,0,0,108
0144,Ipswich,Essex,Gr.2,111,1,4,6,4,0,0,96
0144,Ipswich,Essex,Gr.3,127,2,1,8,7,0,0,109
0144,Ipswich,Essex,Gr.4,131,0,3,8,2,0,0,118
0144,Ipswich,Essex,Gr.5,142,2,2,8,4,0,0,126
0144,Ipswich,Essex,Gr.6,134,1,2,8,9,0,0,114
0144,Ipswich,Essex,Gr.7,164,1,0,5,9,0,0,149
0144,Ipswich,Essex,Gr.8,160,1,4,5,4,0,0,146
0144,Ipswich,Essex,Gr.9,138,0,2,6,4,0,0,126
0144,Ipswich,Essex,Gr.10,124,0,5,6,5,0,0,108
0144,Ipswich,Essex,Gr.11,117,1,2,4,2,0,0,108
0144,Ipswich,Essex,Gr.12,158,3,2,3,5,0,0,145
0144,Ipswich,Essex,SPED_Beyond_Grade_12,6,0,0,0,0,0,0,6
0144,Ipswich,Essex,K,101,8,1,3,6,1,0,82
0144,Ipswich,Essex,PK,41,2,0,4,3,0,0,32
0145,Kingston,Plymouth,Gr.1,166,2,0,4,1,0,0,159
0145,Kingston,Plymouth,Gr.2,139,2,0,3,0,1,0,133
0145,Kingston,Plymouth,Gr.3,142,0,1,4,0,1,0,136
0145,Kingston,Plymouth,Gr.4,148,2,0,10,2,0,0,134
0145,Kingston,Plymouth,Gr.5,137,2,1,5,2,1,0,126
0145,Kingston,Plymouth,Gr.6,153,3,2,2,1,0,0,145
0145,Kingston,Plymouth,Gr.7,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,Gr.8,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,Gr.9,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,Gr.10,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,Gr.11,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,Gr.12,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0145,Kingston,Plymouth,K,131,2,0,0,0,0,0,129
0145,Kingston,Plymouth,PK,0,***,***,***,***,***,***,***
0148,Lanesborough,Berkshire,Gr.1,20,1,0,0,0,0,0,19
0148,Lanesborough,Berkshire,Gr.2,21,1,0,2,0,0,0,18
0148,Lanesborough,Berkshire,Gr.3,33,1,0,0,0,0,0,32
0148,Lanesborough,Berkshire,Gr.4,34,1,0,0,0,0,0,33
0148,Lanesborough,Berkshire,Gr.5,32,0,0,0,0,0,0,32
0148,Lanesborough,Berkshire,Gr.6,22,0,0,0,0,0,0,22
